timestamp,prefix,landlord_as,tenant_as,event_type
2026-04-01 05:49:02,43.224.225.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:49:08,43.224.225.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:49:10,43.224.225.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:49:24,23.235.165.0/24,64013,138415,LEASE_OR_HIJACK
2026-04-01 05:49:26,103.84.55.0/24,136184,136225,LEASE_OR_HIJACK
2026-04-01 05:49:26,103.112.99.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:49:31,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:49:38,199.247.159.0/24,7885,32815,LEASE_OR_HIJACK
2026-04-01 05:49:40,103.112.99.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:49:45,103.112.99.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:49:48,103.112.99.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:49:52,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:50:04,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:50:13,142.74.4.0/24,566,852,LEASE_OR_HIJACK
2026-04-01 05:50:13,142.74.1.0/24,566,852,LEASE_OR_HIJACK
2026-04-01 05:50:13,142.74.2.0/24,566,852,LEASE_OR_HIJACK
2026-04-01 05:50:13,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:50:13,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 05:50:13,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 05:50:13,163.123.163.0/24,399561,40146,LEASE_OR_HIJACK
2026-04-01 05:50:16,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:50:18,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:50:19,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 05:50:23,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:50:25,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:50:26,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:50:26,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 05:50:26,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:50:33,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:50:38,204.209.208.0/22,6327,10482,LEASE_OR_HIJACK
2026-04-01 05:50:45,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:50:54,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:51:07,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:51:25,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:51:34,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:52:05,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:05,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:52:08,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:13,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:52:16,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:18,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:52:21,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:52:26,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:26,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:52:28,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:52:32,161.170.228.0/23,395662,22773,LEASE_OR_HIJACK
2026-04-01 05:52:34,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:52:47,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:50,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:52:56,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:52:59,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:53:02,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:53:03,193.22.153.0/24,9009,204170,LEASE_OR_HIJACK
2026-04-01 05:53:06,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:53:09,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:53:14,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:53:15,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:53:17,168.187.208.0/24,42781,6412,LEASE_OR_HIJACK
2026-04-01 05:53:26,103.84.55.0/24,136225,136184,LEASE_OR_HIJACK
2026-04-01 05:53:47,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:53:54,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:54:06,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:54:06,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:54:07,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:54:14,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:54:22,103.84.55.0/24,136184,136225,LEASE_OR_HIJACK
2026-04-01 05:54:26,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:54:31,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:54:32,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:32,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:32,161.248.87.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:32,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:32,161.248.87.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:32,161.248.87.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:32,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:39,192.173.88.0/24,2906,55095,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:55:39,161.248.87.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:55:39,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 05:55:39,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 05:55:39,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:39,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:39,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:55:39,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:55:39,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 05:55:40,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:40,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:41,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:42,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:55:43,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:55:54,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:56:01,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:56:07,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 05:56:25,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:56:35,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:56:39,193.10.255.0/24,2603,2832,LEASE_OR_HIJACK
2026-04-01 05:56:39,193.10.255.0/24,2832,2603,LEASE_OR_HIJACK
2026-04-01 05:56:39,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 05:56:47,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:56:54,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:57:03,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:57:04,2.58.87.0/24,61596,264409,LEASE_OR_HIJACK
2026-04-01 05:57:13,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:57:20,2.58.87.0/24,61596,264409,LEASE_OR_HIJACK
2026-04-01 05:57:23,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:57:24,2.58.87.0/24,61596,264409,LEASE_OR_HIJACK
2026-04-01 05:57:24,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:57:24,2.58.87.0/24,61596,264409,LEASE_OR_HIJACK
2026-04-01 05:57:25,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:57:25,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:57:26,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:57:34,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:57:44,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:57:45,192.173.114.0/24,2906,55095,LEASE_OR_HIJACK
2026-04-01 05:57:49,2.58.87.0/24,61596,264409,LEASE_OR_HIJACK
2026-04-01 05:58:26,103.84.55.0/24,136225,136184,LEASE_OR_HIJACK
2026-04-01 05:58:26,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:58:27,2.58.87.0/24,264409,61596,LEASE_OR_HIJACK
2026-04-01 05:58:42,103.215.77.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:58:43,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:58:47,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:58:47,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:58:47,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 05:58:51,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 05:58:55,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.84.55.0/24,136184,136225,LEASE_OR_HIJACK
2026-04-01 05:58:56,154.211.4.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.112.96.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.112.99.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,154.211.5.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.215.78.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,43.224.225.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,103.215.77.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:58:56,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:01,103.112.96.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,103.215.77.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,43.224.225.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,154.211.4.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,154.211.5.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,103.215.78.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,103.112.99.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:01,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:05,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,154.211.5.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,103.112.99.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,103.112.96.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,103.215.77.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,103.215.78.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,43.224.225.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,154.211.4.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:05,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:06,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,154.211.5.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,154.211.4.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,103.215.78.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,103.215.77.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,103.112.99.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,103.112.96.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:06,43.224.225.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:07,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 05:59:09,154.211.5.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,103.215.77.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,103.112.96.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,103.112.99.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,103.112.98.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,183.90.186.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,154.211.4.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,154.211.6.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,43.224.227.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:09,43.224.225.0/24,329611,400619,LEASE_OR_HIJACK
2026-04-01 05:59:12,103.112.98.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,103.112.99.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,43.224.227.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,154.211.6.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,43.224.225.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,183.90.186.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,154.211.4.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,103.112.96.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,103.215.77.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:12,154.211.5.0/24,400619,329611,LEASE_OR_HIJACK
2026-04-01 05:59:26,103.84.55.0/24,136225,136184,LEASE_OR_HIJACK
2026-04-01 06:00:17,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 06:00:25,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 06:00:25,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 06:00:25,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 06:00:26,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 06:00:28,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 06:00:29,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 06:00:29,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 06:00:31,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 06:00:31,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 06:00:42,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 06:00:46,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:00:55,103.84.55.0/24,136184,136225,LEASE_OR_HIJACK
2026-04-01 06:00:56,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:01:26,103.84.55.0/24,136225,136184,LEASE_OR_HIJACK
2026-04-01 06:01:32,206.1.108.0/24,174,267501,LEASE_OR_HIJACK
2026-04-01 06:01:43,206.1.108.0/24,267501,174,LEASE_OR_HIJACK
2026-04-01 06:01:52,206.1.108.0/24,174,267501,LEASE_OR_HIJACK
2026-04-01 06:01:53,206.1.108.0/24,267501,174,LEASE_OR_HIJACK
2026-04-01 06:02:05,206.1.108.0/24,174,267501,LEASE_OR_HIJACK
2026-04-01 06:02:23,161.170.228.0/23,22773,395662,LEASE_OR_HIJACK
2026-04-01 06:02:23,206.1.108.0/24,267501,174,LEASE_OR_HIJACK
2026-04-01 06:02:47,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:02:50,206.1.108.0/24,174,267501,LEASE_OR_HIJACK
2026-04-01 06:02:56,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:03:27,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:03:36,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:04:48,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:04:56,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:05:10,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:05:17,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:05:24,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 06:05:24,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 06:05:28,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:05:28,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:05:28,143.92.54.0/24,64050,152194,LEASE_OR_HIJACK
2026-04-01 06:05:29,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:05:29,143.92.54.0/24,152194,64050,LEASE_OR_HIJACK
2026-04-01 06:05:29,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 06:05:30,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 06:05:36,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:05:47,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 06:05:50,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:05:55,161.170.228.0/23,395662,22773,LEASE_OR_HIJACK
2026-04-01 06:05:57,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:06:09,143.92.54.0/24,64050,152194,LEASE_OR_HIJACK
2026-04-01 06:06:09,118.107.16.0/20,64050,152194,LEASE_OR_HIJACK
2026-04-01 06:06:09,118.107.0.0/21,64050,152194,LEASE_OR_HIJACK
2026-04-01 06:06:15,118.107.0.0/21,152194,64050,LEASE_OR_HIJACK
2026-04-01 06:06:15,118.107.16.0/20,152194,64050,LEASE_OR_HIJACK
2026-04-01 06:06:16,45.178.38.0/24,23487,27738,LEASE_OR_HIJACK
2026-04-01 06:06:18,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 06:06:18,45.178.38.0/24,27738,23487,LEASE_OR_HIJACK
2026-04-01 06:06:24,45.178.38.0/24,23487,27738,LEASE_OR_HIJACK
2026-04-01 06:06:27,143.92.54.0/24,152194,64050,LEASE_OR_HIJACK
2026-04-01 06:06:29,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:06:37,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:07:29,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:07:38,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:07:50,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:07:58,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:08:10,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:08:18,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:08:27,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 06:08:31,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:08:38,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:08:39,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 06:08:50,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:08:52,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 06:08:54,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 06:08:57,103.84.55.0/24,136184,136225,LEASE_OR_HIJACK
2026-04-01 06:08:58,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:09:11,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:09:18,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:09:24,143.14.142.0/24,13335,213134,LEASE_OR_HIJACK
2026-04-01 06:09:25,38.159.229.0/24,271967,174,LEASE_OR_HIJACK
2026-04-01 06:09:36,143.14.142.0/24,213134,13335,LEASE_OR_HIJACK
2026-04-01 06:09:36,38.159.229.0/24,174,271967,LEASE_OR_HIJACK
2026-04-01 06:10:29,185.233.170.0/24,28885,204974,LEASE_OR_HIJACK
2026-04-01 06:10:29,188.65.30.0/24,28885,15679,LEASE_OR_HIJACK
2026-04-01 06:10:31,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:10:33,185.233.170.0/24,204974,28885,LEASE_OR_HIJACK
2026-04-01 06:10:39,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:10:41,188.65.30.0/24,15679,28885,LEASE_OR_HIJACK
2026-04-01 06:10:48,192.188.108.0/24,2721,2722,LEASE_OR_HIJACK
2026-04-01 06:10:50,192.188.108.0/24,2722,2721,LEASE_OR_HIJACK
2026-04-01 06:10:51,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:10:51,192.188.108.0/24,2721,2722,LEASE_OR_HIJACK
2026-04-01 06:10:59,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:11:01,151.158.211.0/24,136952,138658,LEASE_OR_HIJACK
2026-04-01 06:11:13,151.158.211.0/24,138658,136952,LEASE_OR_HIJACK
2026-04-01 06:11:18,192.188.108.0/24,2722,2721,LEASE_OR_HIJACK
2026-04-01 06:11:19,192.188.108.0/24,2721,2722,LEASE_OR_HIJACK
2026-04-01 06:11:19,192.188.108.0/24,2722,2721,LEASE_OR_HIJACK
2026-04-01 06:11:22,192.188.108.0/24,2721,2722,LEASE_OR_HIJACK
2026-04-01 06:11:24,192.188.108.0/24,2722,2721,LEASE_OR_HIJACK
2026-04-01 06:11:51,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:11:57,82.141.139.0/24,211595,19905,LEASE_OR_HIJACK
2026-04-01 06:11:59,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:12:10,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:12:20,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:12:26,139.104.72.0/21,8137,19905,LEASE_OR_HIJACK
2026-04-01 06:12:31,16.14.229.0/24,20115,7843,LEASE_OR_HIJACK
2026-04-01 06:12:33,198.60.86.0/23,40281,3833,LEASE_OR_HIJACK
2026-04-01 06:12:33,198.60.85.0/24,40281,3833,LEASE_OR_HIJACK
2026-04-01 06:12:33,198.60.88.0/22,40281,9009,LEASE_OR_HIJACK
2026-04-01 06:12:35,198.60.88.0/22,9009,40281,LEASE_OR_HIJACK
2026-04-01 06:12:35,198.60.88.0/22,40281,9009,LEASE_OR_HIJACK
2026-04-01 06:12:36,192.42.84.0/24,153519,142212,LEASE_OR_HIJACK
2026-04-01 06:12:38,198.60.88.0/22,9009,40281,LEASE_OR_HIJACK
2026-04-01 06:12:39,192.42.84.0/24,142212,153519,LEASE_OR_HIJACK
2026-04-01 06:12:40,16.14.229.0/24,7843,20115,LEASE_OR_HIJACK
2026-04-01 06:12:42,198.60.88.0/22,40281,9009,LEASE_OR_HIJACK
2026-04-01 06:12:47,192.42.84.0/24,153519,142212,LEASE_OR_HIJACK
2026-04-01 06:12:47,192.42.84.0/24,142212,153519,LEASE_OR_HIJACK
2026-04-01 06:12:47,192.42.84.0/24,153519,142212,LEASE_OR_HIJACK
2026-04-01 06:12:47,103.74.194.0/24,133199,133861,LEASE_OR_HIJACK
2026-04-01 06:12:47,103.59.145.0/24,133199,133861,LEASE_OR_HIJACK
2026-04-01 06:12:49,103.74.194.0/24,133861,133199,LEASE_OR_HIJACK
2026-04-01 06:12:49,103.59.145.0/24,133861,133199,LEASE_OR_HIJACK
